Country,Crop,Year,Area_harvested_ha,Production_t,Yield_t_ha,Rainfall_mm_year,Temp_C_mean,Solar_rad_MJ_m2_day_mean
Mali,Cassava,2007,5925.0,96125.0,16.2236,862.0608000000001,27.514166666666668,20.6425
Mali,Cassava,2008,4540.0,72739.97,16.022,1088.23,26.8875,21.101666666666667
Mali,Cassava,2009,4404.0,79602.0,18.074900000000003,993.866,27.1525,20.40083333333333
Mali,Cassava,2010,2480.0,38172.0,15.3919,1311.0508,26.95,20.325
Mali,Cassava,2011,3032.0,47042.94,15.5171,956.1204,26.764166666666668,20.94333333333333
Mali,Cassava,2012,3588.0,56146.06,15.6483,1186.8556,26.495,20.4075
Mali,Cassava,2013,3991.0,61788.44,15.4832,971.9492,27.15083333333333,21.276666666666667
Mali,Cassava,2014,3597.0,52152.0,14.4987,1168.8960000000002,26.94666666666667,21.160833333333333
Mali,Cassava,2015,2793.0,42345.0,15.1585,1052.9196,26.805833333333336,20.654166666666665
Mali,Cassava,2016,7768.0,118863.0,15.3016,1209.99,26.973333333333333,20.776666666666667
Mali,Cassava,2017,6897.0,101447.0,14.7089,1075.7496,27.35833333333333,20.916666666666668
Mali,Cassava,2018,8228.0,138023.0,16.7748,1311.6596,26.776666666666667,20.6075
Mali,Cassava,2019,5905.0,70312.0,11.9072,1196.5964,26.725,21.2075
Mali,Cassava,2020,10597.0,164842.14,15.5556,1224.6012,26.625833333333333,20.898333333333333
Mali,Cassava,2021,9685.0,120716.0,12.4642,1130.5416000000002,27.22583333333333,21.205
Mali,Cassava,2022,7845.0,123001.0,15.6789,827.9680000000001,27.29583333333333,20.246666666666663
Mali,Cassava,2023,8926.0,131399.0,14.7209,939.9872,28.2075,20.86583333333333
Mali,Cassava,2024,10765.0,178399.89,16.573,1406.0236,27.4075,20.454166666666666
Mali,Maize,1984,89310.0,101440.0,1.1358,773.7847999999999,26.6075,20.831666666666667
Mali,Maize,1985,109042.0,140066.0,1.2845,1062.0516,26.14333333333333,21.0875
Mali,Maize,1986,128984.0,213423.0,1.6545999999999998,973.1668,26.2025,21.058333333333334
Mali,Maize,1987,118144.0,178609.0,1.5118,934.508,27.4025,20.809166666666663
Mali,Maize,1988,142902.0,214519.0,1.5012,995.9968,27.02833333333333,20.5325
Mali,Maize,1989,174612.0,225393.0,1.2908,780.4816,27.13583333333333,20.929166666666667
Mali,Maize,1990,169958.0,196579.0,1.1566,929.6376,27.3325,21.536666666666665
Mali,Maize,1991,185749.0,256775.0,1.3824,986.5604,26.8,20.9275
Mali,Maize,1992,191563.0,192530.0,1.005,999.6496,26.53,20.875833333333333
Mali,Maize,1993,256925.0,283373.0,1.1029,859.3212,27.631666666666664,20.973333333333333
Mali,Maize,1994,284208.0,322493.0,1.1347,1063.2692000000002,26.66416666666667,21.063333333333333
Mali,Maize,1995,207230.0,266136.0,1.2843,942.1180000000002,26.85,20.881666666666668
Mali,Maize,1996,185664.0,294183.0,1.5845,808.4864,27.71,21.2125
Mali,Maize,1997,202814.0,343357.0,1.693,1031.0028,26.906666666666663,20.953333333333333
Mali,Maize,1998,239379.0,392972.0,1.6416,1166.7652,27.374166666666667,20.874166666666664
Mali,Maize,1999,426300.0,619896.0,1.4541,983.212,26.66333333333333,20.7
Mali,Maize,2000,161053.0,214548.0,1.3322,922.332,27.05666666666667,21.156666666666663
Mali,Maize,2001,260627.0,301931.0,1.1585,779.8728000000001,27.5725,21.468333333333334
Mali,Maize,2002,318161.0,365174.0,1.1478,729.038,28.23333333333333,20.98333333333333
Mali,Maize,2003,316683.0,454758.0,1.436,1033.438,27.477500000000003,20.92
Mali,Maize,2004,252311.0,459463.0,1.821,912.8956,27.8275,20.7175
Mali,Maize,2005,424861.0,634464.0,1.4932999999999998,839.5352,28.025,20.384166666666665
Mali,Maize,2006,412484.0,706737.0,1.7134,889.1524000000001,27.391666666666666,21.051666666666662
Mali,Maize,2007,409916.0,689918.0,1.6830999999999998,862.0608000000001,27.514166666666668,20.6425
Mali,Maize,2008,352263.0,695073.0,1.9732,1088.23,26.8875,21.101666666666667
Mali,Maize,2009,442890.0,1476993.0,3.3349,993.866,27.1525,20.40083333333333
Mali,Maize,2010,504362.0,1356043.0,2.6886,1311.0508,26.95,20.325
Mali,Maize,2011,924850.0,1298234.0,1.4037,956.1204,26.764166666666668,20.94333333333333
Mali,Maize,2012,580881.0,1418907.0,2.4427,1186.8556,26.495,20.4075
Mali,Maize,2013,630832.0,1635564.0,2.5927,971.9492,27.15083333333333,21.276666666666667
Mali,Maize,2014,803136.0,1744026.0,2.1715,1168.8960000000002,26.94666666666667,21.160833333333333
Mali,Maize,2015,899640.0,2276036.0,2.5299,1052.9196,26.805833333333336,20.654166666666665
Mali,Maize,2016,1031522.0,2811385.0,2.7255,1209.99,26.973333333333333,20.776666666666667
Mali,Maize,2017,1233008.0,3598205.0,2.9182,1075.7496,27.35833333333333,20.916666666666668
Mali,Maize,2018,1258559.0,3624949.97,2.8802,1311.6596,26.776666666666667,20.6075
Mali,Maize,2019,1432151.0,3816536.0,2.6649000000000003,1196.5964,26.725,21.2075
Mali,Maize,2020,1170148.0,3516865.0,3.0055,1224.6012,26.625833333333333,20.898333333333333
Mali,Maize,2021,1536189.0,3603000.0,2.3454,1130.5416000000002,27.22583333333333,21.205
Mali,Maize,2022,1454000.0,3904687.0,2.6855,827.9680000000001,27.29583333333333,20.246666666666663
Mali,Maize,2023,1509160.0,3386941.0,2.2443,939.9872,28.2075,20.86583333333333
Mali,Maize,2024,1598149.0,3952763.0,2.4733,1406.0236,27.4075,20.454166666666666
Mali,Millet,1984,909571.0,506521.0,0.5569,773.7847999999999,26.6075,20.831666666666667
Mali,Millet,1985,840688.0,871312.0,1.0364,1062.0516,26.14333333333333,21.0875
Mali,Millet,1986,821877.0,805763.0,0.9804,973.1668,26.2025,21.058333333333334
Mali,Millet,1987,781763.0,693526.0,0.8871,934.508,27.4025,20.809166666666663
Mali,Millet,1988,1195898.0,999901.0,0.8361000000000001,995.9968,27.02833333333333,20.5325
Mali,Millet,1989,1083091.0,841793.0,0.7772,780.4816,27.13583333333333,20.929166666666667
Mali,Millet,1990,1213367.0,737007.0,0.6073999999999999,929.6376,27.3325,21.536666666666665
Mali,Millet,1991,1074722.0,889896.0,0.828,986.5604,26.8,20.9275
Mali,Millet,1992,1060515.0,582296.0,0.5491,999.6496,26.53,20.875833333333333
Mali,Millet,1993,1345856.0,708062.0,0.5261,859.3212,27.631666666666664,20.973333333333333
Mali,Millet,1994,1403831.0,897592.0,0.6394,1063.2692000000002,26.66416666666667,21.063333333333333
Mali,Millet,1995,1285540.0,706666.0,0.5497000000000001,942.1180000000002,26.85,20.881666666666668
Mali,Millet,1996,935655.0,738856.0,0.7897000000000001,808.4864,27.71,21.2125
Mali,Millet,1997,878941.0,641088.0,0.7293999999999999,1031.0028,26.906666666666663,20.953333333333333
Mali,Millet,1998,910816.0,813615.0,0.8933,1166.7652,27.374166666666667,20.874166666666664
Mali,Millet,1999,932307.0,818905.0,0.8784,983.212,26.66333333333333,20.7
Mali,Millet,2000,1078624.0,759114.0,0.7038,922.332,27.05666666666667,21.156666666666663
Mali,Millet,2001,1142388.0,792548.0,0.6938,779.8728000000001,27.5725,21.468333333333334
Mali,Millet,2002,1557590.0,795146.0,0.5105,729.038,28.23333333333333,20.98333333333333
Mali,Millet,2003,1888889.0,1260498.0,0.6673,1033.438,27.477500000000003,20.92
Mali,Millet,2004,1184607.0,974673.0,0.8228,912.8956,27.8275,20.7175
Mali,Millet,2005,1484190.0,1157810.0,0.7801,839.5352,28.025,20.384166666666665
Mali,Millet,2006,1495860.0,1128773.0,0.7546,889.1524000000001,27.391666666666666,21.051666666666662
Mali,Millet,2007,1586278.0,1175107.0,0.7407999999999999,862.0608000000001,27.514166666666668,20.6425
Mali,Millet,2008,1576208.0,1413908.0,0.897,1088.23,26.8875,21.101666666666667
Mali,Millet,2009,1439713.0,1449592.0,1.0069,993.866,27.1525,20.40083333333333
Mali,Millet,2010,1257043.0,1373342.0,1.0925,1311.0508,26.95,20.325
Mali,Millet,2011,2283665.0,1462139.0,0.6403,956.1204,26.764166666666668,20.94333333333333
Mali,Millet,2012,1873644.0,1680308.0,0.8967999999999999,1186.8556,26.495,20.4075
Mali,Millet,2013,1967200.0,1854175.0,0.9425,971.9492,27.15083333333333,21.276666666666667
Mali,Millet,2014,1743423.0,1715044.0,0.9837,1168.8960000000002,26.94666666666667,21.160833333333333
Mali,Millet,2015,1943002.0,1864301.0,0.9595,1052.9196,26.805833333333336,20.654166666666665
Mali,Millet,2016,2040152.0,1806559.0,0.8855,1209.99,26.973333333333333,20.776666666666667
Mali,Millet,2017,2155729.0,1492650.0,0.6924,1075.7496,27.35833333333333,20.916666666666668
Mali,Millet,2018,2158263.0,1840320.81,0.8527,1311.6596,26.776666666666667,20.6075
Mali,Millet,2019,1989953.0,1878527.0,0.944,1196.5964,26.725,21.2075
Mali,Millet,2020,2164374.0,1921171.0,0.8876000000000001,1224.6012,26.625833333333333,20.898333333333333
Mali,Millet,2021,2079082.0,1487683.0,0.7155,1130.5416000000002,27.22583333333333,21.205
Mali,Millet,2022,2104437.0,1844664.0,0.8766,827.9680000000001,27.29583333333333,20.246666666666663
Mali,Millet,2023,2155827.0,1942580.0,0.9011,939.9872,28.2075,20.86583333333333
Mali,Millet,2024,2123057.0,1984982.0,0.935,1406.0236,27.4075,20.454166666666666
Nigeria,Cassava,1984,1259000.0,11800000.0,9.3725,1570.7040000000002,22.849166666666665,20.828333333333333
Nigeria,Cassava,1985,1075000.0,12090000.0,11.2465,1359.4504,22.780833333333334,21.229166666666668
Nigeria,Cassava,1986,1095000.0,12388000.0,11.3132,1638.2808,23.125,20.9
Nigeria,Cassava,1987,1288000.0,13876000.0,10.7733,1542.0904,23.63,20.97583333333333
Nigeria,Cassava,1988,1347000.0,15439000.0,11.461799999999998,1858.6664,23.254166666666663,20.6625
Nigeria,Cassava,1989,1639778.0,17404000.0,10.6136,1963.0756000000003,22.409166666666664,20.785
Nigeria,Cassava,1990,1634130.0,19043008.0,11.6533,1476.0356000000002,23.495833333333334,21.076666666666668
Nigeria,Cassava,1991,2551000.0,26004000.0,10.1936,1574.0524,23.26833333333333,20.749166666666667
Nigeria,Cassava,1992,2755000.0,29184000.0,10.5931,1700.6828,22.691666666666663,20.3875
Nigeria,Cassava,1993,2844000.0,30128000.0,10.5935,1742.0812,22.9625,21.050833333333333
Nigeria,Cassava,1994,2927000.0,31005000.0,10.5928,2122.2768,22.545,20.665
Nigeria,Cassava,1995,2944000.0,31404000.0,10.6671,1816.3548,22.791666666666668,20.383333333333333
Nigeria,Cassava,1996,2946000.0,31418000.0,10.6646,1849.23,22.910833333333333,20.819166666666664
Nigeria,Cassava,1997,2697400.0,32050000.0,11.8818,1778.0004,22.92833333333333,20.735833333333336
Nigeria,Cassava,1998,3042500.0,32695000.0,10.7461,1908.8924,23.35166666666667,20.424166666666668
Nigeria,Cassava,1999,3406000.0,32697000.0,9.5998,869.6708,24.2775,20.786666666666665
Nigeria,Cassava,2000,3300000.0,32010000.0,9.7,1924.7212,24.07333333333333,20.773333333333333
Nigeria,Cassava,2001,3340000.0,32068000.0,9.6012,1532.6539999999998,22.6475,21.00333333333333
Nigeria,Cassava,2002,3446000.0,34120000.0,9.9013,1640.7160000000003,23.31083333333333,20.8225
Nigeria,Cassava,2003,3490000.0,36304000.0,10.4023,1341.7951999999998,23.790000000000003,20.87833333333333
Nigeria,Cassava,2004,3531000.0,38845000.0,11.0011,745.1712000000001,24.989166666666662,20.485
Nigeria,Cassava,2005,3782000.0,41565000.0,10.990200000000002,912.2868,25.815,19.95083333333333
Nigeria,Cassava,2006,3810000.0,45721000.0,12.0003,842.2748,25.6325,20.246666666666663
Nigeria,Cassava,2007,3875000.0,43410000.0,11.2026,1567.3556,24.2125,20.105833333333333
Nigeria,Cassava,2008,3778000.0,44582000.0,11.8004,1215.7735999999998,23.84583333333333,20.21583333333333
Nigeria,Cassava,2009,3129030.0,36822248.0,11.7679,906.8076,24.971666666666668,20.156666666666663
Nigeria,Cassava,2010,3481900.0,42533180.0,12.2155,1225.5144,24.890833333333333,20.0425
Nigeria,Cassava,2011,4120166.0,46190248.0,11.2108,1074.532,24.396666666666665,20.47083333333333
Nigeria,Cassava,2012,6401996.0,50950292.0,7.9585,1669.9384,24.0775,19.569166666666664
Nigeria,Cassava,2013,6741300.0,47406770.0,7.0323,729.038,24.8025,20.23
Nigeria,Cassava,2014,7096300.0,54324700.0,7.655399999999999,1205.4240000000002,25.125,20.195833333333333
Nigeria,Cassava,2015,7900630.0,57405060.0,7.265899999999999,1522.0,24.555000000000003,20.015833333333333
Nigeria,Cassava,2016,6668996.0,60529864.0,9.0763,1620.0168,24.05,20.2375
Nigeria,Cassava,2017,6761350.0,61350199.0,9.0737,1637.6719999999998,24.16,20.3375
Nigeria,Cassava,2018,6949400.0,65350850.0,9.4038,1436.7680000000005,24.144166666666667,20.3325
Nigeria,Cassava,2019,9776650.0,56969160.0,5.827100000000001,1611.1892000000005,24.486666666666665,19.9025
Nigeria,Cassava,2020,9614230.0,55565610.0,5.7795,3377.9268,23.144166666666667,20.29
Nigeria,Cassava,2021,9979330.0,58237500.0,5.8358,6319.6484,23.355833333333333,20.734166666666667
Nigeria,Cassava,2022,10043720.0,61359000.56,6.1092,4958.9804,22.44333333333333,19.65833333333333
Nigeria,Cassava,2023,10127666.0,62751586.43,6.1961,2446.7672,24.00333333333333,20.1075
Nigeria,Cassava,2024,10722539.0,62624946.19,5.8405,1909.1968,24.2225,19.63083333333333
Nigeria,Maize,1984,1050000.0,1196000.0,1.139,1570.7040000000002,22.849166666666665,20.828333333333333
Nigeria,Maize,1985,1556000.0,1826000.0,1.1735,1359.4504,22.780833333333334,21.229166666666668
Nigeria,Maize,1986,2800000.0,3550000.0,1.2679,1638.2808,23.125,20.9
Nigeria,Maize,1987,3408000.0,4612000.0,1.3533,1542.0904,23.63,20.97583333333333
Nigeria,Maize,1988,3212000.0,5268000.0,1.6401,1858.6664,23.254166666666663,20.6625
Nigeria,Maize,1989,3590000.0,5008000.0,1.395,1963.0756000000003,22.409166666666664,20.785
Nigeria,Maize,1990,5104000.0,5768000.0,1.1301,1476.0356000000002,23.495833333333334,21.076666666666668
Nigeria,Maize,1991,5142000.0,5810000.0,1.1299,1574.0524,23.26833333333333,20.749166666666667
Nigeria,Maize,1992,5223000.0,5840000.0,1.1181,1700.6828,22.691666666666663,20.3875
Nigeria,Maize,1993,5309000.0,6290000.0,1.1848,1742.0812,22.9625,21.050833333333333
Nigeria,Maize,1994,5426000.0,6902000.0,1.272,2122.2768,22.545,20.665
Nigeria,Maize,1995,5472000.0,6931000.0,1.2666,1816.3548,22.791666666666668,20.383333333333333
Nigeria,Maize,1996,4273400.0,5667000.0,1.3260999999999998,1849.23,22.910833333333333,20.819166666666664
Nigeria,Maize,1997,4200000.0,5254000.0,1.251,1778.0004,22.92833333333333,20.735833333333336
Nigeria,Maize,1998,3884000.0,5127000.0,1.32,1908.8924,23.35166666666667,20.424166666666668
Nigeria,Maize,1999,3423000.0,5476000.0,1.5998,869.6708,24.2775,20.786666666666665
Nigeria,Maize,2000,3159000.0,4107000.0,1.3000999999999998,1924.7212,24.07333333333333,20.773333333333333
Nigeria,Maize,2001,3283000.0,4596000.0,1.3999,1532.6539999999998,22.6475,21.00333333333333
Nigeria,Maize,2002,3282000.0,4890000.0,1.4899,1640.7160000000003,23.31083333333333,20.8225
Nigeria,Maize,2003,3469000.0,5203000.0,1.4999,1341.7951999999998,23.790000000000003,20.87833333333333
Nigeria,Maize,2004,3479000.0,5567000.0,1.6002,745.1712000000001,24.989166666666662,20.485
Nigeria,Maize,2005,3589000.0,5957000.0,1.6598,912.2868,25.815,19.95083333333333
Nigeria,Maize,2006,3905000.0,7100000.0,1.8182,842.2748,25.6325,20.246666666666663
Nigeria,Maize,2007,3944000.0,6724000.0,1.7049,1567.3556,24.2125,20.105833333333333
Nigeria,Maize,2008,3845000.0,7525000.0,1.9571,1215.7735999999998,23.84583333333333,20.21583333333333
Nigeria,Maize,2009,3350560.0,7358260.0,2.1961,906.8076,24.971666666666668,20.156666666666663
Nigeria,Maize,2010,4149310.0,7676850.0,1.8502,1225.5144,24.890833333333333,20.0425
Nigeria,Maize,2011,5456540.0,8878456.0,1.6271,1074.532,24.396666666666665,20.47083333333333
Nigeria,Maize,2012,5751300.0,8694900.0,1.5118,1669.9384,24.0775,19.569166666666664
Nigeria,Maize,2013,5762700.0,8422670.0,1.4616,729.038,24.8025,20.23
Nigeria,Maize,2014,6346551.0,10790600.0,1.7002000000000002,1205.4240000000002,25.125,20.195833333333333
Nigeria,Maize,2015,5550360.0,9540190.0,1.7188,1522.0,24.555000000000003,20.015833333333333
Nigeria,Maize,2016,5904906.0,10532340.0,1.7837,1620.0168,24.05,20.2375
Nigeria,Maize,2017,6389296.0,10632299.0,1.6641,1637.6719999999998,24.16,20.3375
Nigeria,Maize,2018,6541183.0,10934149.0,1.6716,1436.7680000000005,24.144166666666667,20.3325
Nigeria,Maize,2019,6783924.0,12598945.0,1.8572,1611.1892000000005,24.486666666666665,19.9025
Nigeria,Maize,2020,6048600.0,12403300.0,2.0506,3377.9268,23.144166666666667,20.29
Nigeria,Maize,2021,6205280.0,12744450.0,2.0538000000000003,6319.6484,23.355833333333333,20.734166666666667
Nigeria,Maize,2022,5800000.0,12948920.0,2.2326,4958.9804,22.44333333333333,19.65833333333333
Nigeria,Maize,2023,5700000.0,11053000.0,1.9391,2446.7672,24.00333333333333,20.1075
Nigeria,Maize,2024,5500000.0,11164000.0,2.0298,1909.1968,24.2225,19.63083333333333
Nigeria,Millet,1984,2133000.0,3349000.0,1.5700999999999998,1570.7040000000002,22.849166666666665,20.828333333333333
Nigeria,Millet,1985,2346000.0,3584000.0,1.5277,1359.4504,22.780833333333334,21.229166666666668
Nigeria,Millet,1986,3917000.0,4111000.0,1.0495,1638.2808,23.125,20.9
Nigeria,Millet,1987,3829000.0,3905000.0,1.0198,1542.0904,23.63,20.97583333333333
Nigeria,Millet,1988,3563000.0,3949000.0,1.1083,1858.6664,23.254166666666663,20.6625
Nigeria,Millet,1989,4067000.0,4770000.0,1.1729,1963.0756000000003,22.409166666666664,20.785
Nigeria,Millet,1990,4778000.0,5136000.0,1.0749000000000002,1476.0356000000002,23.495833333333334,21.076666666666668
Nigeria,Millet,1991,4560000.0,4109000.0,0.9011,1574.0524,23.26833333333333,20.749166666666667
Nigeria,Millet,1992,4367000.0,4501000.0,1.0307,1700.6828,22.691666666666663,20.3875
Nigeria,Millet,1993,4850000.0,4602000.0,0.9489,1742.0812,22.9625,21.050833333333333
Nigeria,Millet,1994,5007000.0,4757000.0,0.9501,2122.2768,22.545,20.665
Nigeria,Millet,1995,5107000.0,5563000.0,1.0893,1816.3548,22.791666666666668,20.383333333333333
Nigeria,Millet,1996,5356000.0,5681000.0,1.0607,1849.23,22.910833333333333,20.819166666666664
Nigeria,Millet,1997,5487000.0,5902000.0,1.0756,1778.0004,22.92833333333333,20.735833333333336
Nigeria,Millet,1998,5596000.0,5956000.0,1.0643,1908.8924,23.35166666666667,20.424166666666668
Nigeria,Millet,1999,5603000.0,5960000.0,1.0637,869.6708,24.2775,20.786666666666665
Nigeria,Millet,2000,5814000.0,6105000.0,1.0500999999999998,1924.7212,24.07333333333333,20.773333333333333
Nigeria,Millet,2001,4254000.0,5530000.0,1.3,1532.6539999999998,22.6475,21.00333333333333
Nigeria,Millet,2002,4490000.0,5884000.0,1.3105,1640.7160000000003,23.31083333333333,20.8225
Nigeria,Millet,2003,4536000.0,6260000.0,1.3801,1341.7951999999998,23.790000000000003,20.87833333333333
Nigeria,Millet,2004,4620000.0,6699000.0,1.45,745.1712000000001,24.989166666666662,20.485
Nigeria,Millet,2005,4685000.0,7168000.0,1.53,912.2868,25.815,19.95083333333333
Nigeria,Millet,2006,4971000.0,7705000.0,1.55,842.2748,25.6325,20.246666666666663
Nigeria,Millet,2007,5056000.0,8090000.0,1.6001,1567.3556,24.2125,20.105833333333333
Nigeria,Millet,2008,4904000.0,9064000.0,1.8483,1215.7735999999998,23.84583333333333,20.21583333333333
Nigeria,Millet,2009,3787730.0,4929950.0,1.3016,906.8076,24.971666666666668,20.156666666666663
Nigeria,Millet,2010,4364140.0,5170430.0,1.1848,1225.5144,24.890833333333333,20.0425
Nigeria,Millet,2011,2827090.0,1271370.0,0.4497,1074.532,24.396666666666665,20.47083333333333
Nigeria,Millet,2012,1328200.0,1280700.0,0.9642,1669.9384,24.0775,19.569166666666664
Nigeria,Millet,2013,1485200.0,909560.0,0.6123999999999999,729.038,24.8025,20.23
Nigeria,Millet,2014,1574400.0,1846200.0,1.1726,1205.4240000000002,25.125,20.195833333333333
Nigeria,Millet,2015,1742803.0,1807810.0,1.0373,1522.0,24.555000000000003,20.015833333333333
Nigeria,Millet,2016,1737830.0,1487220.0,0.8558,1620.0168,24.05,20.2375
Nigeria,Millet,2017,1800069.0,1528250.0,0.849,1637.6719999999998,24.16,20.3375
Nigeria,Millet,2018,1734330.0,1879340.0,1.0836,1436.7680000000005,24.144166666666667,20.3325
Nigeria,Millet,2019,1747800.0,1925075.0,1.1014000000000002,1611.1892000000005,24.486666666666665,19.9025
Nigeria,Millet,2020,1762280.0,1905430.0,1.0812,3377.9268,23.144166666666667,20.29
Nigeria,Millet,2021,1767390.0,1926950.0,1.0903,6319.6484,23.355833333333333,20.734166666666667
Nigeria,Millet,2022,2000000.0,1941220.0,0.9706,4958.9804,22.44333333333333,19.65833333333333
Nigeria,Millet,2023,2000000.0,1559000.0,0.7795,2446.7672,24.00333333333333,20.1075
Nigeria,Millet,2024,1900000.0,1550000.0,0.8158,1909.1968,24.2225,19.63083333333333
